country,area,vessel,gear,rigging,door,year,month,day,haul_number,codend_closing,shooting_time,shooting_quadrant,shooting_latitude,shooting_longitude,shooting_depth,hauling_time,hauling_quadrant,hauling_latitude,hauling_longitude,hauling_depth,hauling_duration,validity,course,recorded_species,distance,vertical_opening,wing_opening,geometrical_precision,bridles_length,warp_length,warp_diameter,hydrological_station,observations,type_of_file,bottom_temperature_beginning,bottom_temperature_end,measuring_system_temp,number_of_the_stratum,part_of_the_codend,name_of_survey,bottom_salinity_beginning,bottom_salinity_end,measuring_system_sal
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,16,52.0000,S,1138.0000,1,4231.3200,337.8000,590.0000,1238.0000,1,4230.2500,341.6600,800.0000,60.0000,V,R,2,5650.0000,21.0000,217.0000,M,150.0000,1800.0000,16.0000,  ,0,TA,-1,-1,,12105.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,16,53.0000,S,1453.0000,1,4229.1900,321.5400,110.0000,1523.0000,1,4227.6100,321.5900,113.0000,30.0000,V,R,2,2963.0000,25.0000,195.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12103.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,17,54.0000,S,554.0000,1,4230.8900,314.9400,85.0000,624.0000,1,4230.1500,316.6700,85.0000,30.0000,V,R,2,2833.0000,25.0000,185.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,17,55.0000,S,737.0000,1,4235.6100,312.3600,77.0000,807.0000,1,4237.0900,312.4300,76.0000,30.0000,V,R,2,2778.0000,26.0000,192.0000,M,100.0000,400.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,17,56.0000,S,903.0000,1,4241.7600,314.8400,83.0000,933.0000,1,4243.5700,315.0600,80.0000,30.0000,V,R,2,3518.0000,26.0000,149.0000,M,100.0000,450.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,17,57.0000,S,1126.0000,1,4250.8000,328.0000,91.0000,1156.0000,1,4251.1000,326.0100,90.0000,30.0000,V,R,2,2778.0000,27.0000,150.0000,E,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,17,58.0000,S,1355.0000,1,4302.5900,333.7700,88.0000,1425.0000,1,4302.7900,331.7500,84.0000,30.0000,V,R,2,2574.0000,24.0000,150.0000,E,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,19,59.0000,S,722.0000,1,4305.6400,351.9300,93.0000,752.0000,1,4304.3500,353.0800,95.0000,30.0000,V,R,2,2963.0000,27.0000,180.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,19,60.0000,S,1152.0000,1,4246.0400,320.0000,85.0000,1222.0000,1,4244.7400,319.0600,79.0000,30.0000,V,R,2,2725.0000,26.0000,198.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,19,61.0000,S,1319.0000,1,4248.6600,318.6200,81.0000,1349.0000,1,4250.2800,318.8800,80.0000,30.0000,V,R,2,3020.0000,26.0000,186.0000,M,100.0000,450.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,19,62.0000,S,1527.0000,1,4245.7400,308.4500,45.0000,1557.0000,1,4244.0600,308.3300,45.0000,30.0000,V,R,2,3115.0000,25.0000,176.0000,M,100.0000,300.0000,16.0000,  ,0,TA,-1,-1,,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,20,63.0000,S,539.0000,1,4236.5500,306.9900,37.0000,609.0000,1,4238.2100,306.8500,37.0000,30.0000,V,R,2,3080.0000,28.0000,174.0000,M,100.0000,300.0000,16.0000,  ,0,TA,-1,-1,,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,20,64.0000,S,1050.0000,1,4228.5400,334.1500,315.0000,1138.0000,1,4228.3600,337.2300,368.0000,48.0000,V,R,2,4220.0000,27.0000,190.0000,E,150.0000,1300.0000,16.0000,  ,0,TA,-1,-1,,12104.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,20,65.0000,S,1406.0000,1,4228.7500,332.9800,285.0000,1506.0000,1,4228.6100,336.9900,369.0000,60.0000,V,R,2,5537.0000,18.0000,177.0000,M,150.0000,1250.0000,16.0000,  ,0,TA,-1,-1,,12104.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,20,66.0000,S,1642.0000,1,4237.5400,334.1600,104.0000,1712.0000,1,4236.1000,334.6500,109.0000,30.0000,V,R,2,2704.0000,25.0000,195.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12103.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,21,67.0000,S,450.0000,1,4241.9800,330.1300,99.0000,520.0000,1,4242.5300,332.1000,92.0000,30.0000,V,R,2,2889.0000,25.0000,195.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,21,68.0000,S,610.0000,1,4241.6700,335.6900,97.0000,640.0000,1,4240.1200,335.3700,100.0000,30.0000,V,R,2,2926.0000,22.0000,183.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,21,69.0000,S,847.0000,1,4252.1200,348.4200,95.0000,917.0000,1,4253.6600,348.1400,93.0000,30.0000,V,R,2,2852.0000,24.0000,186.0000,M,100.0000,450.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,21,70.0000,S,1117.0000,1,4254.1500,341.0900,91.0000,1147.0000,1,4253.6600,339.1200,93.0000,30.0000,V,R,2,2797.0000,26.0000,179.0000,M,100.0000,450.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,21,71.0000,S,1435.0000,1,4254.3700,316.9400,67.0000,1505.0000,1,4255.5300,318.2200,70.0000,30.0000,V,R,2,2778.0000,27.0000,181.0000,M,100.0000,400.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,72.0000,S,446.0000,1,4255.5700,305.1300,28.0000,516.0000,1,4257.2100,305.1300,27.0000,30.0000,V,R,2,3037.0000,26.0000,163.0000,M,100.0000,250.0000,16.0000,  ,0,TA,-1,-1,,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,73.0000,S,616.0000,1,4258.6800,310.3200,38.0000,646.0000,1,4257.1700,310.3900,40.0000,30.0000,V,R,2,2815.0000,26.0000,182.0000,M,100.0000,325.0000,16.0000,  ,0,TA,-1,-1,,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,74.0000,S,744.0000,1,4258.9200,317.1100,57.0000,814.0000,1,4300.3300,317.9900,56.0000,30.0000,V,R,2,2926.0000,28.0000,180.0000,M,100.0000,375.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,75.0000,S,914.0000,1,4306.6000,319.3700,36.0000,944.0000,1,4307.8900,320.4600,35.0000,30.0000,V,R,2,2815.0000,28.0000,157.0000,M,100.0000,325.0000,16.0000,  ,0,TA,-1,-1,,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,76.0000,S,1124.0000,1,4305.2800,335.4700,83.0000,1154.0000,1,4306.7900,335.5900,79.0000,30.0000,V,R,2,2797.0000,23.0000,190.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,23,77.0000,S,1252.0000,1,4302.7800,338.2500,88.0000,1322.0000,1,4302.7200,340.5600,92.0000,30.0000,V,R,2,3148.0000,25.0000,197.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,26,78.0000,S,852.0000,1,4300.6800,350.2900,92.0000,922.0000,1,4302.1200,349.5700,96.0000,30.0000,V,R,2,2815.0000,23.0000,196.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,26,79.0000,S,1115.0000,1,4259.6800,353.9100,92.0000,1145.0000,1,4258.3300,352.4400,90.0000,30.0000,V,R,2,3148.0000,22.0000,192.0000,M,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,26,81.0000,S,1536.0000,1,4300.1900,415.7200,87.0000,1606.0000,1,4300.1000,413.6600,90.0000,30.0000,V,R,2,2778.0000,22.0000,192.0000,E,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,27,83.0000,S,655.0000,1,4313.8100,433.4800,60.0000,725.0000,1,4313.5200,435.4500,62.0000,30.0000,V,R,2,2712.0000,22.0000,192.0000,E,100.0000,400.0000,16.0000,  ,0,TA,-1,-1,,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,27,85.0000,S,1110.0000,1,4304.9800,437.8000,87.0000,1140.0000,1,4304.9000,439.9400,90.0000,30.0000,V,R,2,2898.0000,22.0000,192.0000,E,100.0000,500.0000,16.0000,  ,0,TA,-1,-1,,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,28,88.0000,S,717.0000,1,4324.7100,426.4000,13.0000,747.0000,1,4324.6300,424.2700,15.0000,30.0000,V,R,2,2835.0000,22.0000,192.0000,E,100.0000,200.0000,16.0000,  ,0,TA,-1,-1,,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1997,6,28,89.0000,S,1111.0000,1,4322.9900,408.9500,41.0000,1141.0000,1,4323.6400,406.9700,39.0000,30.0000,V,R,2,2945.0000,22.0000,192.0000,E,100.0000,325.0000,16.0000,  ,0,TA,-1,-1,,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,25.0000,S,625.0000,1,4320.9800,353.9800,61.0000,655.0000,1,4320.5800,356.0600,70.0000,30.0000,V,R,2,2982.0000,24.0000,196.0000,M,100.0000,400.0000,16.0000,  ,0,TA,13.1000,12.9000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,26.0000,S,846.0000,1,4312.9200,411.1200,85.0000,916.0000,1,4313.2200,409.1300,87.0000,30.0000,V,R,2,2815.0000,24.0000,211.0000,M,100.0000,450.0000,16.0000,  ,0,TA,12.8000,12.7000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,27.0000,S,1033.0000,1,4310.5800,417.1100,85.0000,1103.0000,1,4311.4000,415.4400,86.0000,30.0000,V,R,2,2815.0000,23.0000,212.0000,M,100.0000,450.0000,16.0000,  ,0,TA,12.8000,12.7000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,28.0000,S,1233.0000,1,4309.1100,427.3800,75.0000,1305.0000,1,4310.3000,425.9000,73.0000,32.0000,V,R,2,2963.0000,24.0000,200.0000,M,100.0000,400.0000,16.0000,  ,0,TA,12.7000,12.8000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,29.0000,S,1429.0000,1,4302.3500,432.0900,110.0000,1458.0000,1,4301.4000,433.4800,115.0000,29.0000,V,R,2,2556.0000,22.0000,215.0000,M,100.0000,550.0000,16.0000,  ,0,TA,12.8000,12.2000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,28,30.0000,S,1600.0000,1,4259.5700,441.6800,118.0000,1630.0000,1,4258.0500,441.6900,122.0000,30.0000,V,R,2,2908.0000,23.0000,209.0000,M,100.0000,550.0000,16.0000,  ,0,TA,13.1000,12.9000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,31.0000,S,528.0000,1,4315.0300,443.3700,68.0000,558.0000,1,4316.1300,444.7200,66.0000,30.0000,V,R,2,2815.0000,24.0000,199.0000,M,100.0000,400.0000,16.0000,  ,0,TA,13.3000,13.3000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,32.0000,S,704.0000,1,4310.4500,447.4100,95.0000,734.0000,1,4311.0600,445.5200,91.0000,30.0000,V,R,2,2797.0000,24.0000,205.0000,M,100.0000,500.0000,16.0000,  ,0,TA,12.9000,12.5000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,33.0000,S,917.0000,1,4309.4900,459.9500,109.0000,947.0000,1,4308.3800,458.6300,110.0000,30.0000,V,R,2,2778.0000,20.0000,187.0000,M,100.0000,525.0000,16.0000,  ,0,TA,13.1000,13.0000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,34.0000,S,1152.0000,1,4308.9000,504.8800,107.0000,1222.0000,1,4308.9200,502.7900,111.0000,30.0000,V,R,2,2889.0000,24.0000,206.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.2000,13.0000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,35.0000,S,1245.0000,1,4302.0200,507.8600,326.0000,1315.0000,1,4300.5200,507.4100,384.0000,30.0000,V,R,2,2945.0000,24.0000,244.0000,M,150.0000,1200.0000,16.0000,  ,9,TA,12.8000,12.8000,SA,12109.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,29,36.0000,S,1534.0000,1,4302.8400,449.9500,111.0000,1604.0000,1,4303.9500,451.2800,108.0000,30.0000,V,R,2,2815.0000,23.0000,204.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.0000,12.9000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,30,37.0000,S,535.0000,1,4252.1100,440.6900,216.0000,635.0000,1,4250.0200,444.1300,390.0000,60.0000,V,R,2,6186.0000,20.0000,220.0000,M,150.0000,1200.0000,16.0000,  ,0,TA,12.8000,12.7000,SA,12109.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,30,38.0000,S,931.0000,1,4247.8700,443.3900,646.0000,1031.0000,1,4245.0800,444.7900,800.0000,60.0000,V,R,2,5537.0000,28.0000,220.0000,M,150.0000,1800.0000,16.0000,  ,9,TA,12.8000,12.7000,SA,12110.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,30,39.0000,S,1303.0000,1,4253.3600,423.5500,120.0000,1333.0000,1,4252.2100,424.8000,129.0000,30.0000,V,R,2,2778.0000,21.0000,199.0000,M,100.0000,600.0000,16.0000,  ,0,TA,13.1000,12.9000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,30,40.0000,S,1451.0000,1,4258.3100,426.0900,118.0000,1521.0000,1,4259.5400,424.8000,109.0000,30.0000,V,R,2,2926.0000,22.0000,219.0000,M,100.0000,601.0000,16.0000,  ,0,TA,13.0000,12.9000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,31,41.0000,S,452.0000,1,4250.7200,415.3500,127.0000,522.0000,1,4249.4400,416.1800,160.0000,30.0000,V,R,2,2648.0000,22.0000,210.0000,M,100.0000,600.0000,16.0000,  ,0,TA,13.1000,13.0000,SA,12108.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,31,42.0000,S,1153.0000,1,4241.2400,405.8000,372.0000,1253.0000,1,4239.9000,409.2300,434.0000,60.0000,V,R,2,5334.0000,21.0000,228.0000,M,150.0000,1250.0000,16.0000,  ,0,TA,12.8000,12.9000,SA,12109.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,5,31,43.0000,S,1506.0000,1,4243.1700,355.0100,478.0000,1606.0000,1,4240.8300,358.4100,760.0000,60.0000,V,R,2,5519.0000,27.0000,222.0000,M,150.0000,1800.0000,16.0000,  ,0,TA,12.7000,12.6000,SA,12105.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,1,44.0000,S,506.0000,1,4259.7000,400.9800,91.0000,536.0000,1,4258.4600,401.8700,90.0000,30.0000,V,R,2,2630.0000,25.0000,188.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.2000,12.9000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,1,45.0000,S,655.0000,1,4305.2800,409.8800,92.0000,725.0000,1,4304.5800,411.6000,90.0000,30.0000,V,R,2,2797.0000,25.0000,136.0000,M,100.0000,500.0000,16.0000,  ,0,TA,12.7000,12.7000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,1,46.0000,S,901.0000,1,4305.5500,359.6300,95.0000,931.0000,1,4304.5200,401.1500,94.0000,30.0000,V,R,2,2852.0000,19.0000,225.0000,M,100.0000,500.0000,16.0000,  ,0,TA,12.9000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,1,47.0000,S,1056.0000,1,4305.8300,351.9600,94.0000,1126.0000,1,4304.5300,352.9800,95.0000,30.0000,V,R,2,2759.0000,23.0000,204.0000,M,100.0000,500.0000,16.0000,  ,0,TA,12.8000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,1,48.0000,S,1244.0000,1,4300.7700,350.3000,91.0000,1314.0000,1,4302.1400,349.5400,96.0000,30.0000,V,R,2,2759.0000,23.0000,216.0000,M,100.0000,500.0000,16.0000,  ,0,TA,12.8000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,3,49.0000,S,655.0000,1,4327.4600,351.0100,23.0000,725.0000,1,4327.4600,354.7900,21.0000,30.0000,V,N,2,3205.0000,24.0000,184.0000,E,100.0000,200.0000,16.0000,  ,9,TA,17.4000,18.2000,SA,12101.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,3,50.0000,S,845.0000,1,4325.8600,403.7700,30.0000,915.0000,1,4326.6800,401.8400,27.0000,30.0000,V,R,2,3111.0000,23.0000,183.0000,M,100.0000,250.0000,16.0000,  ,0,TA,14.6000,14.7000,SA,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,3,51.0000,S,1102.0000,1,4324.7700,415.9400,24.0000,1132.0000,1,4325.2100,413.7600,23.0000,30.0000,V,R,2,3093.0000,21.0000,184.0000,M,100.0000,200.0000,16.0000,  ,0,TA,15.2000,14.8000,SA,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,3,52.0000,S,1326.0000,1,4320.2300,432.2600,26.0000,1356.0000,1,4318.7900,432.5300,36.0000,30.0000,V,R,2,2741.0000,26.0000,163.0000,M,100.0000,250.0000,16.0000,  ,0,TA,16.4000,16.1000,SA,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,3,53.0000,S,1458.0000,1,4314.2800,425.3900,65.0000,1528.0000,1,4315.4700,424.1300,61.0000,30.0000,V,R,2,2797.0000,26.0000,185.0000,M,100.0000,376.0000,16.0000,  ,0,TA,14.1000,13.7000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,54.0000,S,502.0000,1,4321.3700,420.7500,28.0000,532.0000,1,4321.9200,418.3400,29.0000,30.0000,V,R,2,3426.0000,23.0000,196.0000,M,100.0000,250.0000,16.0000,  ,0,TA,15.8000,15.6000,SA,12106.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,55.0000,S,647.0000,1,4314.9900,419.5200,69.0000,717.0000,1,4316.0700,417.8900,67.0000,30.0000,V,R,2,3019.0000,23.0000,192.0000,M,100.0000,400.0000,16.0000,  ,0,TA,13.7000,13.6000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,56.0000,S,839.0000,1,4312.7700,407.1200,89.0000,909.0000,1,4312.5700,405.2300,89.0000,30.0000,V,R,2,2853.0000,21.0000,185.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.4000,12.8000,SA,12107.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,57.0000,S,1013.0000,1,4312.5500,355.8600,92.0000,1043.0000,1,4313.7200,354.6700,90.0000,30.0000,V,R,2,2778.0000,24.0000,197.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.1000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,58.0000,S,1132.0000,1,4311.7000,349.5900,90.0000,1202.0000,1,4310.2100,349.8700,91.0000,30.0000,V,R,2,2815.0000,24.0000,205.0000,M,100.0000,450.0000,16.0000,  ,0,TA,12.9000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,59.0000,S,1339.0000,1,4259.7800,353.9700,92.0000,1409.0000,1,4258.6400,352.6800,90.0000,30.0000,V,R,2,2797.0000,24.0000,194.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.2000,12.9000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,4,60.0000,S,1526.0000,1,4252.4100,348.4800,95.0000,1556.0000,1,4253.7800,348.0900,93.0000,30.0000,V,R,2,2685.0000,23.0000,182.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.0000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,5,61.0000,S,629.0000,1,4242.0100,330.2200,99.0000,659.0000,1,4242.5200,332.0700,92.0000,30.0000,V,R,2,2630.0000,23.0000,191.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.1000,13.1000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,5,62.0000,S,749.0000,1,4241.6700,335.7800,99.0000,819.0000,1,4240.2200,335.4300,100.0000,30.0000,V,R,2,2778.0000,28.0000,180.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.0000,12.7000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,5,63.0000,S,904.0000,1,4237.8900,334.0000,103.0000,934.0000,1,4236.4300,334.4900,108.0000,30.0000,V,R,2,2852.0000,22.0000,189.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.2000,13.1000,SA,12103.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,5,64.0000,S,1107.0000,1,4236.1500,339.3700,338.0000,1207.0000,1,4235.0400,343.4500,357.0000,60.0000,V,R,2,5982.0000,19.0000,194.0000,M,150.0000,1200.0000,16.0000,  ,9,TA,12.7000,12.8000,SA,12104.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,6,65.0000,S,628.0000,1,4230.7400,315.2200,84.0000,658.0000,1,4230.1400,317.2700,83.0000,30.0000,V,N,2,3298.0000,21.0000,185.7486,E,100.0000,480.0000,16.0000,  ,0,TA,12.9000,12.8000,SA,12102.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,6,66.0000,S,745.0000,1,4229.1500,321.4800,110.0000,815.0000,1,4227.6500,321.5900,113.0000,30.0000,V,R,2,2852.0000,21.0000,210.0000,M,100.0000,500.0000,16.0000,  ,0,TA,13.0000,12.8000,SA,12103.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,6,67.0000,S,1014.0000,1,4228.7100,333.1800,296.0000,1114.0000,1,4228.3400,337.4300,402.0000,60.0000,V,R,2,5945.0000,18.0000,245.0000,M,150.0000,1200.0000,16.0000,  ,0,TA,12.8000,12.9000,SA,12104.0000,S,MEDITS,-1.0000,-1.0000,NA
FRA,7,LEU,GOC73,GC73,WHS8,1998,6,6,68.0000,S,1236.0000,1,4231.5200,336.7200,623.0000,1336.0000,1,4230.5100,340.8800,778.0000,60.0000,V,R,2,6056.0000,26.0000,217.0000,M,150.0000,1800.0000,16.0000,  ,0,TA,12.7000,12.6000,SA,12105.0000,S,MEDITS,-1.0000,-1.0000,NA
